2024,1,1,0,0,JPY,N,Bank Holiday,,,,,
2024,1,1,1,1,CNY,N,Bank Holiday,,,,,
2024,1,1,6,0,CHF,N,Bank Holiday,,,,,
2024,1,1,7,1,EUR,N,French Bank Holiday,,,,,
2024,1,1,7,2,EUR,N,German Bank Holiday,,,,,
2024,1,1,7,3,EUR,N,Italian Bank Holiday,,,,,
2024,1,1,8,0,GBP,N,Bank Holiday,,,,,
2024,1,1,13,0,CAD,N,Bank Holiday,,,,,
2024,1,1,13,0,USD,N,Bank Holiday,,,,,
2024,1,1,20,0,NZD,N,Bank Holiday,,,,,
2024,1,2,0,0,JPY,N,Bank Holiday,,,,,
2024,1,2,0,1,GBP,L,BRC Shop Price Index y/y,,,,,4.3%
2024,1,2,1,45,CNY,M,Caixin Manufacturing PMI,,,,50.4,50.7
2024,1,2,5,30,AUD,L,Commodity Prices y/y,,,,,-10.5%
2024,1,2,6,0,CHF,N,Bank Holiday,,,,,
2024,1,2,8,15,EUR,L,Spanish Manufacturing PMI,,,,46.3,46.3
2024,1,2,8,45,EUR,L,Italian Manufacturing PMI,,,,44.3,44.4
2024,1,2,8,50,EUR,L,French Final Manufacturing PMI,,,,42.0,42.0
2024,1,2,8,55,EUR,L,German Final Manufacturing PMI,,,,43.1,43.1
2024,1,2,9,0,EUR,L,Final Manufacturing PMI,,,,44.2,44.2
2024,1,2,9,0,EUR,L,M3 Money Supply y/y,,,,-1.0%,-1.0%
2024,1,2,9,0,EUR,L,Private Loans y/y,,,,0.8%,0.6%
2024,1,2,9,30,GBP,L,Final Manufacturing PMI,,,,46.4,46.4
2024,1,2,14,30,CAD,L,Manufacturing PMI,,,,,47.7
2024,1,2,14,45,USD,L,Final Manufacturing PMI,,,,48.4,48.2
2024,1,2,14,51,NZD,L,GDT Price Index,,,,,2.3%
2024,1,2,15,0,USD,L,Construction Spending m/m,,,,0.6%,0.6%
2024,1,3,0,0,JPY,N,Bank Holiday,,,,,
2024,1,3,8,0,EUR,L,Spanish Unemployment Change,,,,-15.7K,-24.6K
2024,1,3,8,30,CHF,L,Manufacturing PMI,,,,43.0,42.1
2024,1,3,8,55,EUR,L,German Unemployment Change,,,,20K,22K
2024,1,3,13,30,USD,M,FOMC Member Barkin Speaks,,,,,
2024,1,3,15,0,USD,H,ISM Manufacturing PMI,,,,47.2,46.7
2024,1,3,15,0,USD,H,JOLTS Job Openings,,,,8.84M,8.73M
2024,1,3,15,0,USD,M,ISM Manufacturing Prices,,,,49.5,49.9
2024,1,3,15,15,USD,L,Wards Total Vehicle Sales,,,,15.5M,15.3M
2024,1,3,19,0,USD,H,FOMC Meeting Minutes,,,,,
2024,1,4,0,30,JPY,L,Final Manufacturing PMI,,,,47.7,47.7
2024,1,4,1,45,CNY,M,Caixin Services PMI,,,,51.6,51.5
2024,1,4,7,29,EUR,H,German Prelim CPI m/m,,,,0.2%,-0.4%
2024,1,4,7,45,EUR,L,French Prelim CPI m/m,,,,0.2%,-0.2%
2024,1,4,8,15,EUR,L,Spanish Services PMI,,,,51.1,51.0
2024,1,4,8,45,EUR,L,Italian Services PMI,,,,49.8,49.5
2024,1,4,8,50,EUR,L,French Final Services PMI,,,,44.3,44.3
2024,1,4,8,55,EUR,L,German Final Services PMI,,,,48.4,48.4
2024,1,4,9,0,EUR,L,Final Services PMI,,,,48.1,48.1
2024,1,4,9,30,GBP,L,Final Services PMI,,,,52.7,52.7
2024,1,4,9,30,GBP,L,M4 Money Supply m/m,,,,0.2%,0.3%
2024,1,4,9,30,GBP,L,Mortgage Approvals,,,,48K,47K
2024,1,4,9,30,GBP,L,Net Lending to Individuals m/m,,,,1.6B,1.2B
2024,1,4,10,1,EUR,L,French 10-y Bond Auction,,,,,2.75|3.0
2024,1,4,12,30,USD,L,Challenger Job Cuts y/y,,,,,-40.8%
2024,1,4,13,15,USD,H,ADP Non-Farm Employment Change,,,,120K,103K
2024,1,4,13,30,USD,H,Unemployment Claims,,,,217K,218K
2024,1,4,14,45,USD,L,Final Services PMI,,,,51.3,51.3
2024,1,4,15,30,USD,L,Natural Gas Storage,,,,-33B,-87B
2024,1,4,16,0,USD,L,Crude Oil Inventories,,,,-3.2M,-7.1M
2024,1,4,23,50,JPY,L,Monetary Base y/y,,,,9.0%,8.9%
2024,1,5,5,0,JPY,L,Consumer Confidence,,,,36.4,36.1
2024,1,5,7,0,EUR,L,German Retail Sales m/m,,,,-0.5%,1.1%
2024,1,5,7,0,GBP,L,Halifax HPI m/m,,,,0.1%,0.5%
2024,1,5,9,30,GBP,M,Construction PMI,,,,46.1,45.5
2024,1,5,10,0,EUR,M,Core CPI Flash Estimate y/y,,,,3.4%,3.6%
2024,1,5,10,0,EUR,M,CPI Flash Estimate y/y,,,,3.0%,2.4%
2024,1,5,10,0,EUR,L,PPI m/m,,,,-0.1%,0.2%
2024,1,5,10,0,EUR,L,Italian Prelim CPI m/m,,,,0.2%,-0.4%
2024,1,5,13,30,CAD,H,Employment Change,,,,12.2K,24.9K
2024,1,5,13,30,CAD,H,Unemployment Rate,,,,5.9%,5.8%
2024,1,5,13,30,USD,H,Average Hourly Earnings m/m,,,,0.3%,0.4%
2024,1,5,13,30,USD,H,Non-Farm Employment Change,,,,168K,199K
2024,1,5,13,30,USD,H,Unemployment Rate,,,,3.8%,3.7%
2024,1,5,15,0,CAD,M,Ivey PMI,,,,55.0,54.7
2024,1,5,15,0,USD,H,ISM Services PMI,,,,52.5,52.7
2024,1,5,15,0,USD,L,Factory Orders m/m,,,,2.0%,-3.6%
2024,1,5,18,30,USD,M,FOMC Member Barkin Speaks,,,,,
2024,1,8,0,0,JPY,N,Bank Holiday,,,,,
2024,1,8,7,0,EUR,L,German Factory Orders m/m,,,,1.1%,-3.7%
2024,1,8,7,0,EUR,L,German Trade Balance,,,,17.9B,17.8B
2024,1,8,7,30,CHF,H,CPI m/m,,,,-0.1%,-0.2%
2024,1,8,7,30,CHF,L,Retail Sales y/y,,,,0.0%,-0.1%
2024,1,8,9,30,EUR,L,Sentix Investor Confidence,,,,-15.5,-16.8
2024,1,8,10,0,EUR,L,Retail Sales m/m,,,,-0.3%,0.1%
2024,1,8,17,30,USD,L,FOMC Member Bostic Speaks,,,,,
2024,1,8,20,0,USD,L,Consumer Credit m/m,,,,8.9B,5.1B
2024,1,8,23,30,JPY,M,Tokyo Core CPI y/y,,,,2.1%,2.3%
2024,1,8,23,30,JPY,L,Household Spending y/y,,,,-2.2%,-2.5%
2024,1,9,0,1,GBP,L,BRC Retail Sales Monitor y/y,,,,2.3%,2.6%
2024,1,9,0,30,AUD,M,Retail Sales m/m,,,,1.2%,-0.2%
2024,1,9,0,30,AUD,L,Building Approvals m/m,,,,-1.9%,7.5%
2024,1,9,6,45,CHF,L,Unemployment Rate,,,,2.2%,2.1%
2024,1,9,7,0,EUR,L,German Industrial Production m/m,,,,0.4%,-0.4%
2024,1,9,7,45,EUR,L,French Trade Balance,,,,-7.9B,-8.6B
2024,1,9,8,0,CHF,M,Foreign Currency Reserves,,,,,642B
2024,1,9,9,0,EUR,L,Italian Monthly Unemployment Rate,,,,7.8%,7.8%
2024,1,9,10,0,EUR,L,Unemployment Rate,,,,6.5%,6.5%
2024,1,9,11,0,USD,L,NFIB Small Business Index,,,,90.7,90.6
2024,1,9,13,30,CAD,L,Building Permits m/m,,,,-1.5%,2.3%
2024,1,9,13,30,CAD,L,Trade Balance,,,,2.0B,3.0B
2024,1,9,13,30,USD,L,Trade Balance,,,,-64.9B,-64.3B
2024,1,9,15,2,USD,L,RCM/TIPP Economic Optimism,,,,42.0,40.0
2024,1,9,17,0,USD,L,FOMC Member Barr Speaks,,,,,
2024,1,9,23,30,JPY,L,Average Cash Earnings y/y,,,,1.5%,1.5%
2024,1,10,0,0,NZD,L,ANZ Commodity Prices m/m,,,,,-1.3%
2024,1,10,0,30,AUD,H,CPI y/y,,,,4.4%,4.9%
2024,1,10,3,35,JPY,L,10-y Bond Auction,,,,,0.70|2.8
2024,1,10,7,45,EUR,L,French Industrial Production m/m,,,,0.1%,-0.3%
2024,1,10,9,0,EUR,L,Italian Retail Sales m/m,,,,0.2%,0.4%
2024,1,10,10,34,EUR,L,German 10-y Bond Auction,,,,,2.45|1.7
2024,1,10,14,15,GBP,H,BOE Gov Bailey Speaks,,,,,
2024,1,10,15,0,USD,L,Final Wholesale Inventories m/m,,,,-0.2%,-0.2%
2024,1,10,15,30,USD,L,Crude Oil Inventories,,,,-0.2M,-5.5M
2024,1,10,18,1,USD,M,10-y Bond Auction,,,,,4.30|2.5
2024,1,10,20,15,USD,L,FOMC Member Williams Speaks,,,,,
2024,1,10,21,45,NZD,L,Building Consents m/m,,,,,8.7%
2024,1,11,0,30,AUD,L,Goods Trade Balance,,,,7.50B,7.13B
2024,1,11,5,0,JPY,L,Leading Indicators,,,,107.9%,108.7%
2024,1,11,9,0,EUR,L,ECB Economic Bulletin,,,,,
2024,1,11,9,0,EUR,L,Italian Industrial Production m/m,,,,-0.2%,-0.2%
2024,1,11,9,30,GBP,L,Housing Equity Withdrawal q/q,,,,,-23.2B
2024,1,11,13,30,USD,H,Core CPI m/m,,,,0.3%,0.3%
2024,1,11,13,30,USD,H,CPI m/m,,,,0.2%,0.1%
2024,1,11,13,30,USD,H,CPI y/y,,,,3.2%,3.1%
2024,1,11,13,30,USD,H,Unemployment Claims,,,,209K,202K
2024,1,11,15,30,USD,L,Natural Gas Storage,,,,-121B,-14B
2024,1,11,18,1,USD,M,30-y Bond Auction,,,,,4.34|2.4
2024,1,11,19,0,USD,L,Federal Budget Balance,,,,-66.2B,-314.0B
2024,1,11,23,50,JPY,L,Bank Lending y/y,,,,2.7%,2.8%
2024,1,11,23,50,JPY,L,Current Account,,,,2.18T,2.62T
2024,1,12,1,30,CNY,H,CPI y/y,,,,-0.4%,-0.5%
2024,1,12,1,30,CNY,M,PPI y/y,,,,-2.6%,-3.0%
2024,1,12,2,11,CNY,L,Trade Balance,,,,520B,491B
2024,1,12,2,12,CNY,L,USD-Denominated Trade Balance,,,,76.2B,68.4B
